,Year,democracy_index,Incarceration_Rate_Per_100_000,Political_Rights,Civil_Liberties,bicc_gmi,cspf_sfi,gggi_ggi,gpi_conf,gpi_gpi,gpi_mil,gpi_ss,hum_satdem,hum_sti,spi_bn,spi_fob,spi_opp,spi_ospi,undp_hdi,van_part,vdem_gcrrpt,vdem_jucorrdc,wdi_homicidesf,wdi_homicidesm,wdi_inflation,wdi_lfpedubf,wdi_nersf,wdi_nersm,wdi_unempilo,wdi_unempmilo,wdi_unempmne,wdi_unempne,gd_ptsa_1.0,gd_ptsa_2.0,gd_ptsa_3.0,gd_ptsa_4.0,gd_ptsa_5.0,nelda_vcdbe_0.0,nelda_vcdbe_1.0,nelda_vcdbe_3.0,Country_Australia,Country_Austria,Country_Belgium,Country_Canada,Country_Chile,Country_Colombia,Country_Costa Rica,Country_Denmark,Country_Estonia,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Iceland,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Latvia,Country_Lithuania,Country_Luxembourg,Country_Mexico,Country_Netherlands,Country_New Zealand,Country_Norway,Country_Poland,Country_Portugal,Country_Slovakia,Country_Slovenia,Country_Spain,Country_Sweden,Country_Switzerland,Country_USA,Country_United Kingdom
229,2019,7.49,178.1320708,35,52,142.9324717,,0.785000026,1.432,1.617,1.447,1.848,,,87.15000153,79.65000153,78.66000366,81.81999969,0.87099999,,2.47,2.985,4.082457873,2.619745133,2.811409201,28.38999939,,,6.309999943,7.196000099,7.199999809,6.309999943,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
230,2020,7.24,163.622294,37,52,146.4909797,,0.777999997,1.432,1.634,1.46,1.881,,,87.41999817,79.04000092,78.75,81.73999786,0.87099999,,2.47,2.985,4.130337724,3.220849016,0.219064905,29.06999969,,,8.100000381,9.130000114,9.130000114,8.100000381,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,2021,7.31,169.8579288,37,52,154.3706719,,0.771,1.634,1.673,1.479,1.798,,,87.43000031,79.68000031,80.27999878,82.45999908,0.86299998,,2.625,2.985,,,3.275829374,17.09000015,,,7.599999905,8.312999725,8.470000267,7.510000229,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
232,2010,7.24,291.1419605,37,53,148.8301787,1.0,0.713199973,1.238,1.77,1.78,2.188,29.671074,42.52243,83.87999725,74.94000244,80.37999725,79.73000336,0.84200001,34.7,2.535,2.76,4.44873896,10.01422855,1.319213621,9.670000076,97.33785,96.64158,17.80999947,21.19599915,21.19000053,17.80999947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,2011,7.24,320.0209046,37,53,147.1171324,1.0,0.713100016,1.238,1.757,1.822,2.133,35.196426,47.837349,84.44999695,76.02999878,80.48999786,80.31999969,0.84899998,34.7,2.535,2.76,3.963614023,10.2238314,4.130275626,9.289999962,97.43288,97.18822,15.39000034,17.9109993,17.90999985,15.39000034,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,2012,7.24,317.5944173,37,53,127.9105044,1.0,0.719099998,1.231,1.709,1.618,2.13,31.485416,,84.72000122,76.41999817,80.25,80.45999908,0.85100001,29.33,2.535,2.76,3.221737611,10.63916383,3.089982771,9.210000038,97.0619,97.01937,13.35999966,15.1960001,15.19999981,13.35999966,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,2013,7.54,305.8263031,37,53,127.9993141,1.0,0.730799973,1.227,1.675,1.469,2.14,35.133423,,85.58999634,76.98999786,81.23000336,81.26999664,0.85399997,29.33,2.43,2.76,3.692232712,9.971782745,1.047479371,9.029999733,97.38504,97.53165,11.77000046,13.06299973,13.06000042,11.77000046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
236,2014,7.54,288.3542256,37,53,130.7671043,1.0,0.720799983,1.425,1.691,1.38,2.063,36.50412,44.400394,86.30000305,78.31999969,81.01000214,81.87999725,0.861,34.33,2.43,2.76,3.304008698,7.752017353,0.103758009,10.75,97.5809,97.6126,10.69999981,12.18599987,12.18000031,10.69999981,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,2015,7.54,248.164117,38,53,162.3286838,1.0,0.74000001,1.428,1.701,1.396,2.076,41.854851,40.866783,86.75,78.87000275,80.83000183,82.15000153,0.86199999,29.33,2.43,2.76,3.097864054,9.110186596,-0.884097406,10.14000034,97.43572,97.56561,9.119999886,10.09899998,10.10000038,9.119999886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,2016,7.47,232.3026063,38,53,173.1992071,1.0,0.744000018,1.424,1.704,1.637,1.952,35.778236,,87.37000275,80.19999695,80.45999908,82.68000031,0.86799997,44.3,2.553,2.76,2.953250052,8.033340616,0.905525075,9.100000381,97.42968,97.61397,7.860000134,9.097999573,9.100000381,7.860000134,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,2017,7.41,227.2030849,38,53,181.5704089,1.0,0.741999984,1.424,1.687,1.696,1.88,,,87.58000183,80.51000214,80.05000305,82.70999908,0.87599999,44.3,2.766,2.76,1.69686211,5.635179972,3.722888623,9.220000267,98.3545,98.49294,7.070000172,8.489999771,8.5,7.070000172,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,2018,7.5,225.4767913,38,53,195.7963742,1.0,0.749000013,1.425,1.65,1.622,1.832,,,87.91000366,80.70999908,80.18000031,82.93000031,0.88,44.3,2.525,2.76,1.128175316,5.794136643,2.697927792,10.64999962,,,6.150000095,6.894000053,6.889999866,6.150000095,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,2019,7.5,215.4377391,38,53,200.3457363,,0.745000005,1.428,1.622,1.539,1.813,,,88.22000122,81.56999969,80.54000092,83.44000244,0.884,,2.649,2.76,1.4833254,5.640524663,2.33450938,11.68999958,,,6.260000229,7.032999992,7.019999981,6.260000229,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
242,2020,7.13,188.6346556,38,53,205.5778578,,0.80400002,1.429,1.668,1.739,1.814,,,88.34999847,81.37999725,81.37000275,83.69999695,0.87900001,,3.017,2.76,1.983171762,5.714344672,1.19989445,11.35000038,,,8.489999771,9.282999992,9.270000458,8.489999771,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
243,2021,7.18,182.5130206,38,52,208.2251847,,0.799,1.638,1.724,1.735,1.775,,,88.55999756,81.58000183,80.98000336,83.70999908,0.875,,3.017,2.76,,,4.683544209,11.06999969,,,7.902999878,8.345999718,7.610000134,7.110000134,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,2010,8.88,134.3011165,40,60,41.03261367,1.0,0.723100007,,,,,68.421051,51.359585,90.54000092,82.06999969,81.26000214,84.62000275,0.912,38.7,3.824,3.161,1.956235108,1.981791302,2.273679116,30.04000092,88.45178,85.17158,4.360000134,3.790999889,3.789999962,4.360000134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
245,2011,8.88,122.9240881,40,60,116.3563415,1.0,0.721599996,,,,,70.647774,,90.23999786,82.55000305,81.75,84.84999847,0.91299999,38.7,3.824,3.161,0.0,1.547586346,3.410683411,30.75,88.29036,84.74282,4.900000095,3.834000111,3.839999914,4.900000095,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
246,2012,8.88,125.521948,40,60,114.1624029,1.0,0.743900001,,,,,69.589615,,89.47000122,84.30999756,81.75,85.18000031,0.91600001,38.7,3.824,3.161,0.0,0.0,2.662841655,31.09000015,87.61998,84.31199,5.139999866,4.526000023,4.53000021,5.139999866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
247,2013,8.88,120.795742,40,60,113.6608966,0.0,0.740999997,,,,,64.591393,,89.16999817,84.70999908,81.87999725,85.25,0.921,42.43,3.824,3.161,0.0,0.0,1.734039635,30.52000046,87.16007,84.33443,5.849999905,5.422999859,5.420000076,5.849999905,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
248,2014,8.88,112.5758561,39,60,112.9963299,0.0,0.733299971,,,,,67.639229,49.546486,89.30999756,86.08999634,82.30999756,85.90000153,0.926,42.43,3.824,3.161,0.722600785,0.72011349,0.628543985,29.03000069,86.82422,83.21592,5.849999905,5.916999817,5.920000076,5.849999905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
249,2015,8.88,121.3542147,38,60,113.8903821,0.0,0.737999976,,,,,67.233452,,89.80999756,86.45999908,84.05999756,86.76999664,0.91500002,47.43,3.824,3.161,,,0.474743161,33.77999878,86.40325,82.56741,6.670000076,6.105000019,6.099999905,6.670000076,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
250,2016,8.81,124.1105269,38,60,111.1053572,0.0,0.734000027,,,,,69.860275,,89.76000214,87.98999786,83.84999847,87.19999695,0.92299998,42.43,3.824,3.161,,,0.290833333,29.45999908,86.34294,83.0243,6.289999962,6.008999825,6.010000229,6.289999962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
251,2017,8.81,114.7107286,38,60,114.8230146,0.0,0.70599997,,,,,,,89.63999939,88.30999756,83.98000336,87.30999756,0.91900003,42.43,3.824,3.161,,,1.730799591,30.07999992,85.22662,82.02628,5.519999981,5.538000107,5.539999962,5.519999981,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
252,2018,8.81,106.9231946,38,60,114.3098022,0.0,0.712000012,,,,,,,89.5,90.13999939,84.13999939,87.91999817,0.92199999,39.5,3.824,3.161,,,1.528195243,31.12999916,,,5.590000153,5.335000038,5.329999924,5.590000153,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
253,2019,8.81,86.4553779,38,60,115.3673568,,0.725000024,,,,,,,89.37000275,90.08999634,83.88999939,87.77999878,0.92699999,,3.824,3.161,0.328277854,0.964289158,1.743320757,31.11000061,,,5.590000153,5.644999981,5.650000095,5.590000153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
254,2021,8.68,98.07279911,38,59,112.407813,,0.736,,,,,,,89.40000153,88.80000305,84.23999786,87.48000336,0.93000001,,3.824,3.161,,,2.526920091,33.61999893,,,5.227000237,4.748000145,4.920000076,5.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
255,2010,6.93,167.0745485,30,39,63.01457048,4.0,0.657700002,2.199,2.404,1.68,3.03,40.001297,41.59985,79.76999664,60.65999985,58.79999924,66.41000366,0.74599999,36.3,1.111,1.712,4.149849237,41.71011732,4.156727227,38.47999954,71.64942,68.55751,5.300000191,5.369999886,5.369999886,5.300000191,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
256,2011,6.93,187.2598329,29,37,62.29395724,5.0,0.660399973,2.385,2.518,1.809,3.089,33.59557,30.447289,80.45999908,61.81999969,58.83000183,67.02999878,0.75199997,36.3,1.111,1.712,4.557759866,42.8497559,3.407378246,38.93999863,72.06915,69.27626,5.170000076,5.191999912,5.190000057,5.170000076,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
257,2012,6.9,179.0647249,29,37,62.53754717,5.0,0.671199977,2.259,2.473,1.789,3.104,40.885185,34.595154,80.51999664,64.05000305,59.0,67.86000061,0.75999999,42.4,1.022,1.712,4.61444724,40.06251886,4.111509811,39.90999985,72.97666,70.70398,4.889999866,4.894000053,4.889999866,4.889999866,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
258,2013,6.91,186.1810246,28,37,63.24449297,5.0,0.691699982,2.188,2.416,1.697,3.074,30.172413,18.011894,80.54000092,64.69000244,59.72000122,68.31999969,0.75999999,42.69,0.933,1.551,4.362302249,34.89016291,3.806390697,39.95999908,76.69695,74.46837,4.909999847,4.883999825,4.889999866,4.909999847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
259,2014,6.68,192.0081646,28,37,62.58522547,5.0,0.689999998,2.09,2.398,1.655,3.128,41.915504,59.485531,80.16999817,65.37000275,60.29000092,68.61000061,0.764,42.69,0.933,1.551,3.916000934,29.73472642,4.018616081,38.88999939,78.65028,76.69764,4.809999943,4.788000107,4.789999962,4.809999943,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
260,2015,6.55,184.3022803,28,36,60.47510906,5.0,0.699000001,2.088,2.416,1.692,3.151,27.634848,16.120907,80.30000305,65.11000061,60.04999924,68.48999786,0.76800001,42.69,0.956,1.828,3.827246785,30.69595515,2.72064065,39.34000015,81.00084,79.07405,4.309999943,4.228000164,4.230000019,4.309999943,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
261,2016,6.47,156.4978755,28,37,60.99084844,5.0,0.699999988,2.333,2.51,1.715,3.16,,,80.33000183,68.22000122,59.83000183,69.45999908,0.77200001,42.69,0.956,1.828,4.463802576,35.93280445,2.821707847,39.22000122,82.32134,80.15272,3.859999895,3.829999924,3.829999924,3.859999895,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
262,2017,6.41,164.363579,28,37,58.04095267,5.0,0.691999972,2.317,2.536,1.787,3.191,,,80.12999725,69.18000031,60.38999939,69.90000153,0.77499998,42.69,0.956,2.127,5.380153911,46.73860269,6.04145724,38.63999939,82.50117,79.84907,3.420000076,3.312000036,3.309999943,3.420000076,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
263,2018,6.19,158.3064971,26,36,64.731447,5.0,0.721000016,2.307,2.533,1.727,3.227,,,79.93000031,70.31999969,62.18000031,70.80999756,0.77700001,45.4,1.118,2.127,5.819764469,53.08581534,4.899350154,38.68999863,,,3.279999971,3.188999891,3.190000057,3.269999981,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
264,2019,6.09,158.935529,27,36,67.54339948,,0.754000008,2.481,2.575,1.676,3.224,,,79.95999908,70.77999878,63.22999954,71.31999969,0.77899998,,1.118,2.127,5.973411705,52.12857577,3.635961421,40.18999863,,,3.480000019,3.457000017,3.450000048,3.480000019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
265,2020,6.07,167.5847988,27,35,74.56704509,,0.757000029,2.635,2.626,1.695,3.219,,,80.30000305,70.08000183,62.84000015,71.06999969,0.75599998,,1.118,2.127,6.008083628,51.26880949,3.396834156,35.79999924,,,4.449999809,4.666999817,4.670000076,4.449999809,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
266,2021,5.57,173.962164,27,34,72.26272543,,0.764,2.642,2.612,1.736,3.158,,,80.62000275,70.08000183,61.83000183,70.83999634,0.75800002,,1.346,2.538,,,5.689208477,38.36000061,,,4.379000187,4.487999916,4.059999943,4.090000153,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
267,2010,8.99,86.46505889,40,59,111.359736,0.0,0.744400024,1.099,1.537,2.29,1.467,62.049614,59.566444,90.36000061,84.91000366,87.16999817,87.48000336,0.917,56.1,3.455,3.743,0.642970198,1.086378694,1.275305696,37.79999924,88.50049,87.28584,4.989999771,4.521999836,4.519999981,4.989999771,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
268,2011,8.99,83.63933431,40,58,110.6131211,0.0,0.746999979,1.067,1.505,2.212,1.46,61.756844,,90.19999695,85.23000336,87.55999756,87.66000366,0.92699999,56.1,3.455,3.743,0.593499495,1.118651114,2.341070178,38.56000137,89.71146,88.36427,4.980000019,4.605999947,4.599999905,4.980000019,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
269,2012,8.99,80.26666668,40,59,112.0698429,0.0,0.765900016,1.03,1.476,2.178,1.444,62.718636,67.416931,90.23000336,88.12000275,88.30999756,88.88999939,0.92699999,56.56,3.455,3.743,0.591704772,1.138857953,2.455547653,38.34999847,90.19554,88.99223,5.820000172,5.468999863,5.46999979,5.820000172,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
270,2013,8.84,75.41788421,40,59,110.3715822,0.0,0.760800004,1.03,1.469,2.169,1.433,60.894737,59.278351,90.19000244,88.37999725,88.41999817,89.0,0.92900002,56.56,3.31,3.459,0.660789885,0.824490375,2.506898527,37.72000122,,,7.239999771,7.18900013,7.190000057,7.239999771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
271,2014,8.92,70.39013203,40,59,114.8949684,0.0,0.773000002,1.03,1.453,2.143,1.409,62.078686,59.021259,90.5,88.68000031,88.51000214,89.23000336,0.93099999,56.56,3.31,3.459,0.353044806,1.10780068,0.97603508,36.34999847,,,7.420000076,7.135000229,7.139999866,7.420000076,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
272,2015,8.92,63.66957077,40,59,113.1190608,0.0,0.776000023,1.036,1.443,2.116,1.394,62.578766,,90.61000061,88.48999786,88.79000092,89.30000305,0.93199998,56.56,3.31,3.714,0.493067413,0.736308201,0.600248147,36.27999878,93.23838,91.8882,6.869999886,6.527999878,6.53000021,6.869999886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
273,2016,8.8,61.90543902,40,59,111.9429304,0.0,0.755999982,1.044,1.451,2.111,1.409,62.311722,,90.66000366,88.31999969,88.73000336,89.23999786,0.93300003,65.66,3.31,3.714,0.374869279,0.734164313,0.316666667,35.84000015,93.80068,92.57677,6.010000229,5.573999882,5.570000172,6.010000229,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
274,2017,8.89,63.19448408,40,59,111.5048889,0.0,0.736999989,1.051,1.463,2.081,1.446,,,90.44000244,88.43000031,88.88999939,89.25,0.93699998,61.66,3.31,3.714,0.502776789,1.050911341,1.381458714,35.22000122,93.74044,92.61802,4.840000153,4.481999874,4.480000019,4.840000153,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
275,2018,8.89,65.0871939,40,59,115.1553398,0.0,0.746999979,1.051,1.471,2.059,1.475,,,90.12000275,89.01999664,89.02999878,89.38999939,0.93900001,61.66,3.31,3.891,0.420193962,0.753642685,1.703497947,35.18000031,,,3.829999924,3.719000101,3.720000029,3.829999924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
276,2019,9.01,67.25119011,40,59,124.5254826,,0.736000001,1.058,1.528,2.118,1.571,,,89.76999664,88.81999969,89.23000336,89.26999664,0.94300002,,3.31,3.891,0.489379988,0.786861989,2.633699102,35.66999817,,,3.380000114,3.398999929,3.400000095,3.380000114,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
277,2020,8.96,63.23074159,40,59,124.9953466,,0.762000024,1.052,1.525,2.166,1.545,,,89.51000214,88.86000061,88.88999939,89.08999634,0.93900001,,3.31,3.622,0.511763108,0.737951622,1.272460378,34.81999969,,,3.819999933,3.703000069,3.700000048,3.819999933,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
278,2021,8.88,64.61659672,40,58,123.6610512,,0.767,1.045,1.522,2.206,1.525,,,89.48999786,88.80000305,88.62999725,88.97000122,0.94099998,,3.31,3.622,,,2.675720088,39.16999817,,,4.010000229,3.953999996,3.950000048,4.210000038,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
279,2010,9.26,194.4395265,39,58,111.5707579,2.0,0.780799985,1.03,1.311,1.232,1.575,,58.04348,87.58999634,84.5,85.44999695,85.84999847,0.92199999,56.2,3.603,3.925,1.01262599,0.954261513,2.30202386,,,,6.559999943,6.231999874,6.230000019,6.559999943,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
280,2011,9.26,190.2645101,39,58,108.9910999,2.0,0.781000018,1.067,1.325,1.227,1.579,57.777775,56.776558,87.56999969,84.95999908,85.58000183,86.04000092,0.92199999,53.12,3.603,3.925,0.667231886,1.105695252,4.027906674,,,,6.489999771,6.25,6.25,6.489999771,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
281,2012,9.26,190.5999488,39,58,105.9297712,2.0,0.780499995,1.106,1.335,1.294,1.534,,,87.59999847,84.20999908,85.51000214,85.76999664,0.92400002,53.12,3.603,3.925,0.924040362,0.910815663,1.059913184,,,,6.929999828,6.519000053,6.519999981,6.929999828,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
282,2013,9.26,183.1645038,39,58,104.0066155,2.0,0.779900014,1.072,1.318,1.281,1.529,,,87.66000366,84.34999847,85.80999756,85.94000244,0.92900002,53.12,3.603,3.925,0.52231504,1.530804055,1.134422664,,95.63183,93.71201,5.840000153,5.31400013,5.309999943,5.840000153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
283,2014,9.26,189.6019113,39,58,101.263234,2.0,0.777199984,1.022,1.291,1.3,1.497,,,87.86000061,86.01000214,85.91999817,86.59999847,0.93000001,54.9,3.603,3.925,0.589242591,1.305589839,1.227507506,19.43000031,95.75358,93.72766,5.429999828,4.800000191,4.800000191,5.429999828,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
284,2015,9.26,196.5978229,39,58,100.0417546,2.0,0.782000005,1.026,1.269,1.294,1.448,,,87.93000031,86.30000305,86.13999939,86.79000092,0.93099999,54.9,3.603,3.925,0.682138128,1.410337154,0.292704628,18.61000061,96.27579,94.41834,5.409999847,4.96999979,4.96999979,5.409999847,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
285,2016,9.26,210.8575237,40,58,99.62594143,2.0,0.781000018,1.022,1.278,1.295,1.469,,,87.81999969,87.68000031,86.38999939,87.30000305,0.93400002,59.9,3.603,3.925,0.928956372,1.222165188,0.646240284,18.54999924,96.97938,95.27158,5.150000095,4.813000202,4.809999943,5.150000095,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
