,Year,democracy_index,Incarceration_Rate_Per_100_000,Political_Rights,Civil_Liberties,bicc_gmi,cspf_sfi,gggi_ggi,gpi_conf,gpi_gpi,gpi_mil,gpi_ss,hum_satdem,hum_sti,spi_bn,spi_fob,spi_opp,spi_ospi,undp_hdi,van_part,vdem_gcrrpt,vdem_jucorrdc,wdi_homicidesf,wdi_homicidesm,wdi_inflation,wdi_lfpedubf,wdi_nersf,wdi_nersm,wdi_unempilo,wdi_unempmilo,wdi_unempmne,wdi_unempne,gd_ptsa_1.0,gd_ptsa_2.0,gd_ptsa_3.0,gd_ptsa_4.0,gd_ptsa_5.0,nelda_vcdbe_0.0,nelda_vcdbe_1.0,nelda_vcdbe_3.0,Country_Australia,Country_Austria,Country_Belgium,Country_Canada,Country_Chile,Country_Colombia,Country_Costa Rica,Country_Denmark,Country_Estonia,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Iceland,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Latvia,Country_Lithuania,Country_Luxembourg,Country_Mexico,Country_Netherlands,Country_New Zealand,Country_Norway,Country_Poland,Country_Portugal,Country_Slovakia,Country_Slovenia,Country_Spain,Country_Sweden,Country_Switzerland,Country_USA,Country_United Kingdom
103,2021,7.84,164.7473736,38,56,202.6337304,,0.733,1.638,1.662,1.607,1.703,,,89.80000305,87.23000336,81.44999695,86.16000366,0.88999999,,3.15,3.373,,,4.653166738,23.94000053,,,6.330999851,6.578999996,6.78000021,6.179999828,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,2010,9.19,62.72291082,40,60,213.0692168,0.0,0.825999975,1.022,1.37,1.936,1.341,60.240372,64.777679,90.06999969,84.86000061,88.37999725,87.76999664,0.91100001,53.1,3.427,3.546,1.024720279,3.455699265,1.184135232,25.21999931,94.28708,93.54657,8.390000343,9.085000038,9.090000153,8.390000343,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,2011,9.06,60.65143502,40,60,211.612583,0.0,0.83829999,1.034,1.336,1.802,1.324,60.544899,53.778339,90.11000061,85.31999969,88.58999634,88.01000214,0.91500002,56.2,3.427,3.546,1.348755809,2.758081841,3.416807543,24.62000084,93.79525,93.21013,7.78000021,8.404999733,8.409999847,7.78000021,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,2012,9.06,61.06550439,40,60,213.2323327,0.0,0.845099986,1.031,1.331,1.804,1.314,63.632298,65.810562,90.15000153,87.70999908,89.0,88.94999695,0.91500002,56.2,3.427,3.546,1.452289916,1.804173504,2.808336226,24.90999985,93.19848,92.54389,7.690000057,8.281000137,8.279999733,7.690000057,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,2013,9.03,60.58242045,40,60,212.1850343,0.0,0.842100024,1.022,1.324,1.823,1.297,61.57325,,90.05000305,88.05999756,89.08999634,89.06999969,0.926,56.2,3.785,3.546,0.867991197,2.430834348,1.478286157,23.85000038,94.89586,94.07362,8.18999958,8.81499958,8.819999695,8.18999958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,2014,9.03,57.64048105,40,60,209.6533013,0.0,0.845300019,1.026,1.331,1.91,1.265,61.534969,62.244667,90.23000336,88.25,89.26000214,89.25,0.92699999,56.2,3.785,3.546,0.973010842,2.270597107,1.041196212,22.61000061,94.9359,94.30453,8.659999847,9.324000359,9.329999924,8.659999847,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,2015,9.03,57.2136566,40,60,210.0321734,0.0,0.850000024,1.033,1.348,1.929,1.291,61.225174,,90.43000031,88.26000214,89.27999878,89.33000183,0.93000001,54.42,3.67,3.546,0.574813195,2.446605613,-0.20792884,21.81999969,95.67699,94.86993,9.380000114,9.881999969,9.880000114,9.380000114,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,2016,9.03,57.43174203,40,60,198.7000085,0.0,0.845000029,1.238,1.435,1.998,1.29,61.139027,,90.86000061,89.88999939,89.19000244,89.98000336,0.93099999,54.42,3.67,3.546,0.788341151,1.920914473,0.356684501,21.45000076,96.32286,95.56516,8.819999695,9.041000366,9.039999962,8.819999695,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,2017,9.03,55.95355746,40,60,195.5200491,0.0,0.823000014,1.238,1.44,1.958,1.324,,,91.19000244,90.08999634,88.58999634,89.95999908,0.93400002,54.42,3.67,3.546,1.072785262,1.362842935,0.754015047,21.51000023,96.3946,95.82859,8.640000343,8.869999886,8.869999886,8.640000343,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,2018,9.14,53.59479471,40,60,198.1700524,0.0,0.82099998,1.238,1.406,1.865,1.292,,,91.23000336,90.29000092,89.94000244,90.48000336,0.93599999,54.42,3.221,3.546,0.856807172,2.278165474,1.083820984,21.02000046,,,7.360000134,7.418000221,7.420000076,7.360000134,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,2019,9.25,53.33660295,40,60,198.0820462,,0.832000017,1.238,1.365,1.737,1.267,,,91.26999664,90.27999878,89.93000031,90.48999786,0.93900001,,3.766,3.631,1.069538163,2.126715581,1.02409393,20.96999931,,,6.690000057,7.173999786,7.179999828,6.690000057,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,2020,9.2,49.75162167,40,60,203.6527466,,0.861000001,1.235,1.406,1.672,1.397,,,91.22000122,90.04000092,90.29000092,90.51999664,0.93800002,,3.766,3.631,,,0.290554556,19.84000015,,,7.760000229,8.008000374,8.010000229,7.760000229,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,2021,9.27,50.77680748,40,60,213.2442384,,0.86,1.436,1.439,1.598,1.349,,,91.36000061,90.30999756,89.70999908,90.45999908,0.94,,3.766,3.631,,,2.194574323,24.95999908,,,7.525000095,8.020999908,8.090000153,7.610000134,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,2010,7.77,96.95639334,38,58,164.3292802,1.0,0.702499986,1.261,1.771,2.791,1.592,50.067612,43.255543,89.04000092,82.30999756,82.76999664,84.70999908,0.87699997,49.1,2.941,3.566,,,1.531122704,29.09000015,93.4033,91.75421,8.869999886,8.68900013,8.93999958,9.279999733,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,2011,7.77,103.2046561,38,57,163.2132437,1.0,0.701799989,1.275,1.802,2.782,1.657,45.190556,43.28315,88.73000336,82.76000214,82.84999847,84.77999878,0.88099998,49.1,2.941,3.566,,,2.111597952,28.96999931,93.70787,92.06445,8.81000042,8.529000282,8.789999962,9.229999542,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,2012,7.88,105.5501918,38,57,162.2653488,1.0,0.698400021,1.255,1.773,2.662,1.671,54.747463,,88.88999939,83.25,83.05000305,85.05999756,0.88200003,46.45,2.941,3.566,,,1.954195316,28.39999962,93.94162,92.54507,9.399999619,9.437999725,9.720000267,9.840000153,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,2013,7.92,105.9048068,38,57,157.4522944,1.0,0.708899975,1.154,1.712,2.609,1.645,48.659798,,88.58000183,83.98000336,83.13999939,85.23000336,0.88700002,46.45,3.116,3.566,,,0.863715498,27.31999969,94.0829,92.73648,9.920000076,10.03999996,10.03999996,9.909999847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,2014,8.04,104.2169722,38,57,156.9568762,1.0,0.75880003,1.091,1.703,2.583,1.691,46.498264,44.678387,88.16999817,86.90000153,83.16000366,86.08000183,0.89200002,46.45,3.116,3.566,,,0.507758823,26.11000061,93.69613,92.25283,10.28999996,10.53499985,10.52000046,10.27000046,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,2015,7.92,104.4949716,38,57,153.4343821,0.0,0.760999978,1.066,1.744,2.664,1.757,48.118683,,87.47000122,87.12999725,83.30999756,85.97000122,0.89200002,46.45,3.116,3.566,1.149484621,2.017604592,0.037514381,25.06999969,94.36077,92.83807,10.35000038,10.76299953,10.78999996,10.35000038,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,2016,7.92,106.9428486,38,53,150.9230939,0.0,0.754999995,1.332,1.871,2.696,1.843,43.288704,,87.69000244,86.45999908,83.19999695,85.77999878,0.89499998,46.45,3.116,3.566,0.932842732,1.695302768,0.183334861,24.28000069,94.68814,93.25754,10.05000019,10.2329998,10.25,10.06000042,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,2017,7.8,107.5297876,38,52,150.6389307,1.0,0.777999997,1.381,1.899,2.76,1.837,,,87.91999817,86.56999969,83.31999969,85.94000244,0.898,43.68,3.116,3.566,0.930071846,1.627169023,1.032282751,24.18000031,95.32789,94.0351,9.409999847,9.444000244,9.43999958,9.409999847,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,2018,7.8,108.9940723,38,52,149.8136782,1.0,0.778999984,1.394,1.861,2.766,1.736,,,88.12999725,86.94999695,83.98999786,86.34999847,0.90100002,43.68,3.116,3.307,0.727818059,1.652595767,1.850815083,23.37000084,,,9.020000458,8.980999947,8.979999542,9.020000458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,2019,8.12,109.8435796,38,52,150.1442724,,0.781000018,1.369,1.916,2.766,1.881,,,88.12000275,86.95999908,84.06999969,86.38999939,0.90499997,,3.082,3.307,0.848082101,1.744675109,1.108254923,22.30999947,,,8.409999847,8.468000412,8.470000267,8.409999847,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,2020,7.99,96.99588802,38,52,154.9325662,,0.783999979,1.389,1.93,2.78,1.886,,,88.13999939,86.62999725,84.05000305,86.26999664,0.898,,3.282,3.307,0.712497748,1.953199504,0.476498853,21.30999947,,,8.010000229,8.062999725,8.06000042,8.010000229,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,2021,7.99,107.6188532,38,52,154.7869627,,0.791,1.305,1.895,2.773,1.867,,,88.30000305,86.79000092,83.12999725,86.06999969,0.903,,3.282,3.307,,,1.64233141,22.54999924,,,8.062999725,8.109999657,7.960000038,7.860000134,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,2010,8.38,87.09120396,39,57,137.0240627,0.0,0.753000021,1.182,1.61,2.304,1.555,50.985962,44.48497,91.73999786,84.31999969,86.73999786,87.59999847,0.926,52.5,3.404,3.691,0.953693983,1.009621338,1.103809161,28.89999962,87.81084,88.41838,6.96999979,7.368999958,7.369999886,6.96999979,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,2011,8.34,85.40913152,39,57,115.2881034,0.0,0.759000003,1.179,1.595,2.271,1.541,,,91.54000092,84.68000031,86.94999695,87.72000122,0.93099999,52.5,3.404,3.691,0.820410951,1.008655169,2.075174525,31.06999969,88.14564,88.78922,5.820000172,6.02699995,6.03000021,5.820000172,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,2012,8.34,84.04258353,39,57,112.3488237,0.0,0.762899995,1.096,1.518,2.121,1.514,59.88356,49.073383,91.22000122,85.69000244,87.20999908,88.04000092,0.93300003,52.5,3.404,3.691,0.717835762,0.913493201,2.008490922,31.12000084,87.67107,88.37543,5.380000114,5.551000118,5.550000191,5.380000114,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,2013,8.31,81.07311515,39,57,111.0712409,0.0,0.758300006,1.042,1.451,1.935,1.505,,42.488846,90.91000366,85.76999664,87.47000122,88.05000305,0.93400002,54.58,3.404,3.691,0.793937513,0.88807946,1.50472098,31.51000023,87.15888,87.47962,5.230000019,5.499000072,5.5,5.230000019,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,2014,8.64,77.24029755,39,57,108.8684983,0.0,0.777999997,1.042,1.43,1.898,1.476,61.089073,51.054237,90.80999756,85.59999847,87.81999969,88.06999969,0.93699998,54.58,3.404,3.691,0.818344947,0.94190434,0.906797949,29.22999954,86.51205,86.74684,4.980000019,5.282000065,5.28000021,4.980000019,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,2015,8.64,76.78508945,39,57,104.5047679,0.0,0.778999984,1.045,1.436,1.804,1.541,,,90.77999878,86.02999878,88.30000305,88.37000275,0.93800002,54.58,3.404,3.691,0.786760576,0.882545039,0.51442054,29.44000053,86.06816,86.1748,4.619999886,4.968999863,4.96999979,4.619999886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,2016,8.63,78.08804712,39,56,110.6437445,0.0,0.765999973,1.045,1.465,1.858,1.577,,,90.62000275,86.81999969,88.41000366,88.61000061,0.94099998,54.58,3.404,3.691,1.123905474,1.220829768,0.491748625,30.12000084,85.2448,85.68024,4.119999886,4.451000214,4.449999809,4.119999886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,2017,8.61,79.68713929,39,56,110.6273507,0.0,0.777999997,1.178,1.509,1.915,1.551,,,90.58000183,86.58000183,88.40000153,88.51999664,0.94400001,57.29,3.404,3.691,0.906473759,1.06289686,1.509496558,30.79000092,84.68996,85.86768,3.75,4.129000187,4.119999886,3.75,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,2018,8.68,79.33006208,39,55,114.0124087,1.0,0.776000023,1.17,1.534,1.954,1.592,,,90.37999725,87.48000336,88.44999695,88.76999664,0.94499999,57.29,3.404,3.691,0.871503505,1.026496783,1.732167661,30.84000015,,,3.380000114,3.789999962,3.789999962,3.380000114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,2019,8.68,75.94397089,39,55,113.5025388,,0.787,1.065,1.513,1.896,1.654,,,90.31999969,87.95999908,88.72000122,89.0,0.94800001,,3.404,3.691,0.652977313,0.841230169,1.445667015,31.48999977,,,3.140000105,3.493999958,3.49000001,3.140000105,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,2020,8.67,71.50572902,39,55,116.9599335,,0.796000004,1.062,1.494,1.872,1.625,,,90.01999664,86.37000275,88.93000031,88.44000244,0.94400001,,3.268,3.691,0.842616393,1.026175665,0.50668989,32.11000061,,,3.809999943,4.196000099,4.21999979,3.859999895,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,2021,8.67,68.96774599,39,55,115.6188868,,0.801,1.062,1.462,1.75,1.619,,,90.01000214,87.09999847,89.05000305,88.72000122,0.94199997,,3.268,3.691,,,3.142969673,32.29000092,,,3.535000086,3.86500001,3.910000086,3.569999933,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,2010,7.92,111.91991,36,50,263.9522835,1.0,0.690800011,1.424,1.985,2.551,2.147,36.105545,36.225113,87.77999878,72.45999908,77.41000366,79.22000122,0.86900002,63.9,2.522,2.511,0.61381957,2.654923677,4.712989078,26.20000076,95.55662,94.89623,12.71000004,10.05000019,10.01000023,12.72000027,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,2011,7.65,113.3967506,36,50,261.9903579,1.0,0.691600025,1.428,2.026,2.617,2.202,27.723625,40.213787,87.30000305,72.55999756,77.25,79.02999878,0.86500001,63.9,2.522,2.511,0.580447271,2.859247521,3.329853234,25.29000092,,,17.86000061,15.13799953,15.18999958,17.96999931,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,2012,7.65,113.7852598,35,50,260.9261727,2.0,0.671599984,1.425,2.026,2.507,2.259,20.843092,,87.41000366,73.80000305,77.16000366,79.45999908,0.866,57.74,2.522,2.511,0.71038329,2.400245694,1.501526962,24.45000076,,,24.44000053,21.56599998,21.78000069,24.72999954,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,2013,7.65,116.2947785,35,48,260.3475722,2.0,0.678200006,1.626,2.017,2.263,2.225,25.357996,,88.15000153,74.12999725,76.91999817,79.73000336,0.87099999,57.74,2.587,2.817,0.914220517,1.953954586,-0.921269454,24.09000015,93.18355,93.59253,27.46999931,24.50300026,24.63999939,27.69000053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,2014,7.45,108.6075137,35,48,263.5529285,2.0,0.67839998,1.626,1.9,2.162,2.001,24.648174,36.531487,88.65000153,77.91000366,77.38999939,81.31999969,0.87900001,57.74,2.587,2.817,0.495543504,1.522969135,-1.312260964,24.04999924,90.71566,91.88021,26.48999977,23.62299919,23.72999954,26.70999908,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,2015,7.45,88.9360533,35,48,267.8141284,2.0,0.685000002,1.629,1.91,2.088,2.063,34.671509,,89.01000214,78.01000214,78.20999908,81.73999786,0.88,63.5,2.739,2.817,0.552803719,1.203931467,-1.735888048,24.10000038,91.72493,93.23653,24.89999962,21.75200081,21.73999977,24.97999954,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,2016,7.23,88.93236693,35,48,269.4846996,2.0,0.680000007,1.827,1.911,2.111,1.894,25.353037,,88.76999664,77.33999634,78.18000031,81.43000031,0.87699997,63.5,2.739,2.817,0.481106308,1.113036109,-0.825653978,23.32999992,91.72496,93.21659,23.54000092,19.88999939,19.86000061,23.51000023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,2017,7.29,93.62875101,35,49,269.3128981,3.0,0.691999972,1.823,1.93,2.19,1.896,,,88.47000122,77.87999725,78.90000153,81.75,0.88,63.5,2.739,2.817,0.427415548,1.214277826,1.12125452,22.54000092,92.61503,94.04781,21.48999977,17.85199928,17.72999954,21.40999985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,2018,7.29,100.1949494,35,50,271.6866259,3.0,0.69599998,1.816,1.903,2.16,1.856,,,88.48999786,79.66999817,78.33999634,82.16999817,0.88599998,63.5,2.578,2.646,0.541294519,1.355350158,0.625621413,21.78000069,,,19.29000092,15.40400028,15.30000019,19.18000031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,2019,7.43,102.9976856,36,51,269.553611,,0.700999975,1.812,1.856,2.132,1.765,,,88.45999908,79.94000244,78.37000275,82.26000214,0.889,,2.427,2.646,0.35627681,1.147743808,0.253007522,20.70999908,,,17.30999947,14.00899982,13.69999981,17.04000092,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,2020,7.39,108.2453279,37,51,269.5400336,,0.68900001,1.805,1.917,2.094,1.928,,,88.04000092,79.56999969,78.95999908,82.19000244,0.88599998,,2.427,2.646,0.358002197,1.153283947,-1.247983556,19.0,,,16.29999924,13.56400013,13.18999958,15.89999962,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,2021,7.56,105.5970758,37,50,286.6478094,,0.689,1.805,1.838,2.036,1.773,,,87.76999664,79.84999847,79.72000122,82.44000244,0.88700002,,2.815,2.646,,,1.22382501,19.79999924,,,14.79500008,11.61800003,11.28999996,14.65999985,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,2010,7.21,163.4954052,37,54,127.5532677,0.0,0.671999991,1.441,1.539,1.438,1.672,41.737366,40.23399,87.05000305,72.72000122,74.73000336,78.16999817,0.82800001,52.3,1.576,3.139,1.169274756,1.634656067,4.855557957,22.26000023,89.04917,89.13358,11.17000008,11.60999966,11.60999966,11.17000008,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,2011,7.04,172.9084421,37,53,124.8872102,0.0,0.664200008,1.47,1.512,1.289,1.667,34.523808,,87.19000244,73.04000092,74.25,78.16000366,0.82999998,52.3,1.383,3.139,0.80781581,2.19313001,3.929920989,22.27000046,88.22474,88.55383,11.02999973,11.07199955,11.06999969,11.02999973,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,2012,6.96,173.1382797,36,52,126.2285187,0.0,0.671800017,1.45,1.492,1.247,1.657,37.483616,47.996014,87.19000244,74.19999695,74.13999939,78.51000214,0.83099997,52.3,1.383,3.139,1.119391175,1.409360503,5.652145171,22.37999916,88.82004,89.06612,11.0,11.3380003,11.34000015,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,2013,6.96,180.3097526,36,52,123.5699765,0.0,0.674199998,1.425,1.471,1.133,1.694,39.907772,,87.36000061,73.72000122,73.05000305,78.05000305,0.83999997,52.3,1.161,3.139,1.374947108,1.777268437,1.73319985,22.95999908,89.6237,89.72077,10.18000031,10.21199989,10.21000004,10.18000031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,2014,6.9,181.2948873,36,52,120.7603546,0.0,0.675899982,1.425,1.489,1.131,1.736,41.029228,41.505386,87.79000092,73.98000336,72.66999817,78.15000153,0.838,51.38,1.161,3.139,1.30172461,1.696016701,-0.227566271,18.86000061,89.88706,89.69264,7.730000019,7.573999882,7.570000172,7.730000019,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,2015,6.84,177.2507514,32,50,122.9848106,0.0,0.671999991,1.428,1.456,1.129,1.657,40.954601,41.746311,88.04000092,73.87999725,72.27999878,78.06999969,0.838,51.38,1.068,3.139,1.987835615,2.56094842,-0.06164468,19.97999954,89.33125,88.9433,6.809999943,6.617000103,6.619999886,6.809999943,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,2016,6.72,179.9063882,32,47,125.8941107,0.0,0.66900003,1.424,1.479,1.135,1.712,36.705574,,88.47000122,74.23000336,71.76000214,78.16000366,0.84299999,56.38,1.068,3.139,1.60262831,2.58822895,0.394769307,20.78000069,89.18509,89.13269,5.110000134,5.114999771,5.119999886,5.110000134,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
